"","Title","Year","Rating","Runtime","Critic.Score","Box.Office"
"2551","To Rome with Love",2012,"R",112,44,16.7
"2552","The Obama Effect",2012,"PG-13",85,0,0.1
"2553","Ice Age: Continental Drift",2012,"PG",88,37,161.3
"2554","Soldiers of Fortune",2012,"R",94,14,0.0388
"2555","The Dark Knight Rises",2012,"PG-13",165,87,448.1
"2556","Something from Nothing: The Art of Rap",2012,"R",106,92,0.3
"2557","The Watch",2012,"R",102,17,34.4
"2558","Step Up Revolution",2012,"PG-13",99,42,35.1
"2559","Total Recall",2012,"PG-13",118,30,58.9
"2560","Diary of a Wimpy Kid: Dog Days",2012,"PG",94,51,49
"2561","Nitro Circus: The Movie",2012,"PG-13",92,6,3.4
"2562","Hope Springs",2012,"PG-13",100,74,63.5
"2563","About Cherry",2012,"R",98,10,0.0028
"2564","No",2012,"R",118,93,2.3
"2565","The Campaign",2012,"R",85,64,86.9
"2566","Girl in Progress",2012,"PG-13",93,30,2.6
"2567","The Bourne Legacy",2012,"PG-13",135,55,113.2
"2568","The Odd Life of Timothy Green",2012,"PG",105,34,51.9
"2569","ParaNorman",2012,"PG",92,87,56
"2570","Why Stop Now?",2012,"R",85,24,0.0016
"2571","Sparkle",2012,"PG-13",116,57,24.4
"2572","The Expendables 2",2012,"R",103,65,85
"2573","Hit and Run",2012,"R",100,49,13.7
"2574","Celeste & Jesse Forever",2012,"R",92,70,3.1
"2575","Premium Rush",2012,"PG-13",91,75,20.3
"2576","The Apparition",2012,"PG-13",82,3,4.9
"2577","2016: Obama's America",2012,"PG",87,26,33.3
"2578","The Babymakers",2012,"R",95,8,0.0052
"2579","The Oogieloves in the Big Balloon Adventure",2012,"G",88,27,1.1
"2580","Lawless",2012,"R",116,67,37.4
"2581","The Possession",2012,"PG-13",92,40,49.1
"2582","Bachelorette",2012,"R",87,56,0.4
"2583","Stolen",2012,"R",96,16,0.3
"2584","V/H/S",2012,"R",116,55,0.0998
"2585","Nobody Walks",2012,"R",83,38,0.025
"2586","Ruby Sparks",2012,"R",104,79,2.5
"2587","Branded",2012,"R",106,10,0.4
"2588","The Cold Light of Day",2012,"PG-13",93,5,3.7
"2589","The Words",2012,"PG-13",102,22,11.4
"2590","Arbitrage",2012,"R",107,87,7.9
"2591","Last Ounce of Courage",2012,"PG",101,0,3.3
"2592","Resident Evil: Retribution",2012,"R",96,31,42.3
"2593","Robot & Frank",2012,"PG-13",89,86,3.3
"2594","Dredd",2012,"R",95,78,13.4
"2595","The Master",2012,"R",144,85,16.2
"2596","Trouble with the Curve",2012,"PG-13",111,50,35.8
"2597","Head Games",2012,"PG-13",95,88,0.0141
"2598","House at the End of the Street",2012,"PG-13",101,10,31.6
"2599","My Uncle Rafael",2012,"PG-13",102,20,0.2
"2600","Backwards",2012,"PG",89,28,0.0615
"2601","End of Watch",2012,"R",109,85,41
"2602","Compliance",2012,"R",90,89,0.3
"2603","Looper",2012,"R",119,93,66.3
"2604","Hotel Transylvania",2012,"PG",91,44,148.3
"2605","Trade of Innocents",2012,"PG-13",88,0,0.0151
"2606","Won't Back Down",2012,"PG",121,32,5.3
"2607","Nature Calls",2012,"R",79,5,0.000382
"2608","Escape Fire: The Fight to Rescue American Healthcare",2012,"PG-13",95,81,0.0973
"2609","Pitch Perfect",2012,"PG-13",112,81,61.1
"2610","Frankenweenie",2012,"PG",87,87,35.3
"2611","Liberal Arts",2012,"PG-13",97,70,0.3
"2612","Argo",2012,"R",120,96,136
"2613","Atlas Shrugged II: The Strike",2012,"PG-13",111,4,3.3
"2614","The Perks of Being a Wallflower",2012,"PG-13",102,85,17.7
"2615","Here Comes the Boom",2012,"PG",105,38,45.3
"2616","Least Among Saints",2012,"R",107,36,0.028
"2617","Sinister",2012,"R",110,62,48.1
"2618","The Paperboy",2012,"R",107,43,0.7
"2619","Just 45 Minutes from Broadway",2012,"R",110,10,0.0886
"2620","Safety Not Guaranteed",2012,"R",86,90,4
"2621","Paranormal Activity 4",2012,"R",88,24,53.9
"2622","Alex Cross",2012,"PG-13",101,12,25.9
"2623","Hating Breitbart",2012,"PG-13",85,0,0.0814
"2624","Universal Soldier: Day of Reckoning",2012,"R",114,51,0.0052
"2625","Chasing Mavericks",2012,"PG",116,31,6
"2626","Silent Hill: Revelation 3D",2012,"R",95,5,17.5
"2627","Fun Size",2012,"PG-13",86,25,9.4
"2628","Cloud Atlas",2012,"R",172,66,27.1
"2629","Long Shot: The Kevin Laue Story",2012,"PG-13",93,67,0.0284
"2630","The Man with the Iron Fists",2012,"R",95,49,15.6
"2631","Flight",2012,"R",138,77,93.7
"2632","For a Good Time, Call...",2012,"R",85,55,1.2
"2633","Vamps",2012,"PG-13",92,53,0.003
"2634","Wreck-It Ralph",2012,"PG",101,86,189.4
"2635","Save the Date",2012,"R",97,46,0.0038
"2636","Deadfall",2012,"R",95,32,0.0658
"2637","Grassroots",2012,"R",98,52,0.0065
"2638","Skyfall",2012,"PG-13",143,92,304.4
"2639","The Sessions",2012,"R",95,93,6
"2640","30 Beats",2012,"R",88,5,0.0147
"2641","The Twilight Saga: Breaking Dawn - Part 2",2012,"PG-13",115,48,292.3
"2642","Lincoln",2012,"PG-13",150,90,182.2
"2643","Rise of the Guardians",2012,"PG",97,74,103.4
"2644","Life of Pi",2012,"PG",127,87,125
"2645","The Bay",2012,"R",84,77,0.0305
"2646","Red Dawn",2012,"PG-13",93,12,44.8
"2647","West of Memphis",2012,"R",147,95,0.3
"2648","A Late Quartet",2012,"R",105,78,1.6
"2649","Mansome",2012,"PG-13",82,25,0.0184
"2650","The Collection",2012,"R",82,37,6.8
"2651","Killing Them Softly",2012,"R",97,75,15
"2652","Silent Night",2012,"R",94,64,0.0097
"2653","Playing for Keeps",2012,"PG-13",105,3,13.1
"2654","Waiting for Lightning",2012,"PG-13",96,43,0.0195
"2655","Smashed",2012,"R",81,84,0.4
"2656","The Hobbit: An Unexpected Journey",2012,"PG-13",169,64,303
"2657","Chasing Ice",2012,"PG-13",75,96,1.3
"2658","Hitchcock",2012,"PG-13",98,62,6
"2659","The Guilt Trip",2012,"PG-13",95,12,25.9
"2660","Cirque du Soleil: Worlds Away",2012,"PG",91,47,12.5
"2661","Jack Reacher",2012,"PG-13",130,62,80
"2662","This Is 40",2012,"R",134,51,67.5
"2663","Parental Guidance",2012,"PG",105,18,77.3
"2664","Django Unchained",2012,"R",165,88,162.8
"2665","Silver Linings Playbook",2012,"R",122,92,132.1
"2666","Les Misérables",2012,"PG-13",158,70,148.8
"2667","Promised Land",2012,"R",106,51,7.5
"2668","The Impossible",2012,"PG-13",114,81,19
"2669","Zero Dark Thirty",2012,"R",157,93,95.7
"2670","John Dies at the End",2012,"R",99,61,0.1
"2671","Hello I Must Be Going",2012,"R",95,74,0.0838
"2672","Girls Against Boys",2012,"R",93,19,0.0061
"2673","Stand Up Guys",2012,"R",95,38,3.3
"2674","Bullet to the Head",2012,"R",92,46,9.5
"2675","The First Time",2012,"PG-13",95,47,0.0171
"2676","The Package",2012,"R",95,0,0.0011
"2677","To the Wonder",2012,"R",112,45,0.6
"2678","A Place at the Table",2012,"PG",84,90,0.2
"2679","Don't Stop Believin': Everyman's Journey",2012,"R",105,62,0.0596
"2680","Greedy Lying Bastards",2012,"PG-13",90,69,0.045
"2681","A Glimpse Inside the Mind of Charles Swan III",2012,"R",86,15,0.0356
"2682","Spring Breakers",2012,"R",94,66,14.1
"2683","Kiss of the Damned",2012,"R",97,58,0.0143
"2684","Sleepwalk with Me",2012,"PG-13",81,83,2.3
"2685","The Brass Teapot",2012,"R",101,33,0.0066
"2686","The Lords of Salem",2012,"R",101,45,1.2
"2687","The Place Beyond the Pines",2012,"R",140,80,21.4
"2688","Filly Brown",2012,"R",80,45,2.8
"2689","The Company You Keep",2012,"R",125,55,5.1
"2690","At Any Price",2012,"R",105,51,0.4
"2691","Stuck in Love",2012,"R",97,58,0.079
"2692","The Iceman",2012,"R",106,66,1.9
"2693","What Maisie Knew",2012,"R",99,87,1.1
"2694","The Reluctant Fundamentalist",2012,"R",130,53,0.5
"2695","No Place on Earth",2012,"PG-13",83,79,0.2
"2696","No One Lives",2012,"R",86,49,0.0721
"2697","Mud",2012,"PG-13",130,98,21.6
"2698","Disconnect",2012,"R",115,68,1.4
"2699","Red Hook Summer",2012,"R",121,58,0.3
"2700","Byzantium",2012,"R",118,63,0.0843
"2701","It's a Disaster",2012,"R",88,77,0.0572
"2702","Tiger Eyes",2012,"PG-13",92,66,0.0252
"2703","Évocateur: The Morton Downey Jr. Movie",2012,"R",90,90,0.0215
"2704","Arthur Newman",2012,"R",101,20,0.2
"2705","Much Ado About Nothing",2012,"PG-13",109,84,4.3
"2706","Frances Ha",2012,"R",86,93,4.1
"2707","Venus and Serena",2012,"PG-13",99,77,0.051
"2708","Girl Most Likely",2012,"PG-13",103,21,1.4
"2709","Emperor",2012,"PG-13",105,31,3.3
"2710","Jayne Mansfield's Car",2012,"R",122,34,0.0143
"2711","Any Day Now",2012,"R",98,79,0.2
"2712","Thanks for Sharing",2012,"R",112,49,1.1
"2713","The Citizen",2012,"PG-13",99,0,0.0243
"2714","Best Man Down",2012,"PG-13",89,33,0.0018
"2715","The Summit",2012,"R",95,61,0.2
"2716","Great Expectations",2012,"PG-13",128,64,0.3
"2717","Bettie Page Reveals All",2012,"R",101,72,0.1
"2718","The Girl",2012,"PG-13",95,53,0.0342
"2719","For No Good Reason",2012,"R",89,63,0.0671
"2720","Aftershock",2012,"R",89,35,0.0402
"2721","War of the Worlds: Goliath",2012,"PG-13",85,0,1
"2722","The Queen of Versailles",2012,"PG",100,94,2.4
"2723","A Haunted House",2013,"R",86,10,40
"2724","Gangster Squad",2013,"R",113,31,46
"2725","The Last Stand",2013,"R",107,60,12
"2726","Mother of George",2013,"R",107,93,0.1
"2727","Broken City",2013,"R",109,28,19.7
"2728","Blue Caprice",2013,"R",93,83,0.0911
"2729","C.O.G.",2013,"R",88,70,0.0553
"2730","Ghost Team One",2013,"R",84,36,0.0073
"2731","A.C.O.D.",2013,"R",88,50,0.2
"2732","Hansel & Gretel: Witch Hunters",2013,"R",88,15,55.7
"2733","Movie 43",2013,"R",94,4,8.8
"2734","Parker",2013,"R",118,41,17.6
"2735","The Inevitable Defeat of Mister & Pete",2013,"R",108,91,0.5
"2736","Warm Bodies",2013,"PG-13",98,81,66.4
"2737","Identity Thief",2013,"R",111,19,134.5
"2738","Side Effects",2013,"R",106,83,32.2
"2739","A Good Day to Die Hard",2013,"R",98,14,67.3
"2740","Beautiful Creatures",2013,"PG-13",124,46,19.4
"2741","Safe Haven",2013,"PG-13",115,12,71.3
"2742","Escape from Planet Earth",2013,"PG",89,33,57
"2743","The Power of Few",2013,"R",96,57,0.0304
"2744","Snitch",2013,"PG-13",112,56,42.9
"2745","Dark Skies",2013,"PG-13",97,40,17.4
"2746","Bless Me, Ultima",2013,"PG-13",106,71,1.6
"2747","Camp",2013,"PG-13",109,0,0.3
"2748","Aftermath",2013,"R",84,0,0.003
"2749","Jack the Giant Slayer",2013,"PG-13",114,52,65.2
"2750","Stoker",2013,"R",99,69,1.7
"2751","Phantom",2013,"R",98,25,1
"2752","The Last Exorcism Part II",2013,"PG-13",88,16,15.2
"2753","21 & Over",2013,"R",93,27,25.7
"2754","Girl on a Bicycle",2013,"R",101,8,0.0894
"2755","Dead Man Down",2013,"R",118,38,10.9
"2756","Oz the Great and Powerful",2013,"PG",130,59,234.9
"2757","The Wait",2013,"R",96,18,0.0021
"2758","The Call",2013,"R",94,43,51.9
"2759","The Incredible Burt Wonderstone",2013,"PG-13",100,36,22.5
"2760","Olympus Has Fallen",2013,"R",119,48,98.9
"2761","The Croods",2013,"PG",98,70,187.2
"2762","Admission",2013,"PG-13",107,38,18
"2763","Love and Honor",2013,"PG-13",100,13,0.0163
"2764","Trance",2013,"R",101,68,2.3
"2765","G.I. Joe: Retaliation",2013,"PG-13",110,28,122.5
"2766","The Host",2013,"PG-13",125,8,26.6
"2767","Temptation: Confessions of a Marriage Counselor",2013,"PG-13",111,15,51.9
"2768","Evil Dead",2013,"R",91,62,54.2
"2769","Redwood Highway",2013,"PG-13",90,80,0.1
"2770","Underdogs",2013,"PG",102,0,0.0348
"2771","42",2013,"PG-13",128,79,95
"2772","Not Today",2013,"PG-13",118,50,0.3
"2773","Scary Movie 5",2013,"PG-13",86,4,32
"2774","Oblivion",2013,"PG-13",124,54,89
"2775","Home Run",2013,"PG-13",113,45,2.9
"2776","The Girl on the Train",2013,"R",80,0,0.0029
"2777","King's Faith",2013,"PG-13",108,0,0.0593
"2778","Pain & Gain",2013,"R",129,49,49.9
"2779","The Big Wedding",2013,"R",89,7,21.8
"2780","Syrup",2013,"R",90,14,0.000656
"2781","Scatter My Ashes at Bergdorf's",2013,"PG-13",93,49,0.5
"2782","Iron Man 3",2013,"PG-13",130,79,409
"2783","Peeples",2013,"PG-13",95,37,9.1
"2784","The Great Gatsby",2013,"PG-13",143,48,144.8
"2785","Star Trek Into Darkness",2013,"PG-13",132,87,228.8
"2786","Only God Forgives",2013,"R",90,40,0.8
"2787","The Hangover Part III",2013,"R",100,19,112.2
"2788","Fast & Furious 6",2013,"PG-13",130,69,238.7
"2789","Now You See Me",2013,"PG-13",115,50,117.7
"2790","After Earth",2013,"PG-13",100,11,60.5
"2791","V/H/S/2",2013,"R",96,70,0.0214
"2792","The Internship",2013,"PG-13",119,34,44.7
"2793","The Purge",2013,"R",85,38,64.4
"2794","This Is the End",2013,"R",107,83,101.5
"2795","Before Midnight",2013,"R",109,98,8.1
"2796","Man of Steel",2013,"PG-13",143,56,291
"2797","Axe Giant: The Wrath of Paul Bunyan",2013,"R",90,0,0.0025
"2798","The Bling Ring",2013,"R",90,60,5.8
"2799","World War Z",2013,"PG-13",116,68,202.4
"2800","Monsters University",2013,"G",104,78,268.5
"2801","Life of a King",2013,"PG-13",100,38,0.0042
"2802","Europa Report",2013,"PG-13",90,80,0.1
"2803","The Heat",2013,"R",117,65,159.6
"2804","Redemption",2013,"R",100,48,0.035
"2805","Copperhead",2013,"PG-13",120,21,0.2
"2806","White House Down",2013,"PG-13",131,51,73.1
"2807","The East",2013,"PG-13",116,74,2.3
"2808","Despicable Me 2",2013,"PG",98,74,368
"2809","The Lone Ranger",2013,"PG-13",149,31,89.3
"2810","Kevin Hart: Let Me Explain",2013,"R",75,63,32.2
"2811","Man of Tai Chi",2013,"R",105,70,0.1
"2812","We Steal Secrets: The Story of WikiLeaks",2013,"R",130,93,0.2
"2813","Pacific Rim",2013,"PG-13",131,72,101.8
"2814","Grown Ups 2",2013,"PG-13",101,7,133.7
"2815","Turbo",2013,"PG",96,67,83
"2816","Breathe In",2013,"R",98,55,0.0814
"2817","R.I.P.D.",2013,"PG-13",96,13,33.6
"2818","RED 2",2013,"PG-13",116,43,53.2
"2819","The Conjuring",2013,"R",112,86,137.4
"2820","Drinking Buddies",2013,"R",90,83,0.3
"2821","Fruitvale Station",2013,"R",85,94,16.1
"2822","The To Do List",2013,"R",104,52,3.4
"2823","The Way Way Back",2013,"PG-13",103,85,21.5
"2824","The Wolverine",2013,"PG-13",126,69,132.6
"2825","The Smurfs 2",2013,"PG",105,14,71
"2826","The English Teacher",2013,"R",93,42,0.0602
"2827","2 Guns",2013,"R",109,64,75.6
"2828","The Canyons",2013,"R",99,24,0.0495
"2829","Percy Jackson: Sea of Monsters",2013,"PG",106,42,68.6
"2830","We're the Millers",2013,"R",110,47,150.4
"2831","Lovelace",2013,"R",93,54,0.4
"2832","Elysium",2013,"R",109,68,93.1
"2833","Planes",2013,"PG",91,26,90.3
"2834","Jobs",2013,"PG-13",128,27,16.1
"2835","Ain't Them Bodies Saints",2013,"R",96,79,0.4
"2836","Kick-Ass 2",2013,"R",103,30,28.8
"2837","Lee Daniels' The Butler",2013,"PG-13",132,72,116.6
"2838","Paranoia",2013,"PG-13",106,6,7.4
"2839","The Mortal Instruments: City of Bones",2013,"PG-13",130,12,31.2
"2840","The Kings of Summer",2013,"R",95,75,1.3
"2841","Blue Jasmine",2013,"PG-13",98,91,33.4
"2842","The World's End",2013,"R",109,89,26
"2843","Bad Milo",2013,"R",85,60,0.0196
"2844","Getaway",2013,"PG-13",90,2,10.5
"2845","Last Flight of the Champion",2013,"PG",88,0,0.0015
"2846","One Direction: This Is Us",2013,"PG",92,63,28.9
"2847","Salinger",2013,"PG-13",120,35,0.6
"2848","Snake and Mongoose",2013,"PG-13",102,80,0.2
"2849","Good Ol' Freda",2013,"PG",86,84,0.1
"2850","The Ultimate Life",2013,"PG",105,18,1.3
"2851","Riddick",2013,"R",119,59,42
"2852","All Is Bright",2013,"R",107,48,0.0046
"2853","In a World...",2013,"R",93,92,3
"2854","The Investigator",2013,"PG-13",101,0,0.0937
"2855","The Spectacular Now",2013,"R",95,93,6.9
"2856","Insidious: Chapter 2",2013,"PG-13",106,38,83.6
"2857","Charlie Countryman",2013,"R",103,29,0.008
"2858","The Family",2013,"R",111,29,36.9
"2859","Prince Avalanche",2013,"R",94,83,0.2
"2860","Kill Your Darlings",2013,"R",104,76,1
"2861","Prisoners",2013,"R",153,82,61
"2862","Battle of the Year",2013,"PG-13",110,6,8.9
"2863","The Lunchbox",2013,"PG",104,96,4.2
"2864","The Short Game",2013,"PG",99,83,0.0389
"2865","Nothing Left to Fear",2013,"R",100,8,0.0079
"2866","Cloudy with a Chance of Meatballs 2",2013,"PG",95,70,119.8
"2867","Baggage Claim",2013,"PG-13",96,14,21.6
"2868","Alone Yet Not Alone",2013,"PG-13",103,0,0.7
"2869","Don Jon",2013,"R",90,80,24.5
"2870","Austenland",2013,"PG-13",97,30,2.2
"2871","Rush",2013,"R",123,89,26.9
"2872","Linsanity",2013,"PG",89,63,0.3
"2873","Parkland",2013,"PG-13",93,49,0.7
"2874","Tim's Vermeer",2013,"PG-13",80,89,1.7
"2875","Gravity",2013,"PG-13",91,97,274.1
"2876","Grace Unplugged",2013,"PG",102,50,2.5
"2877","Runner Runner",2013,"R",91,8,19.3
"2878","Metallica Through the Never",2013,"R",93,78,3.4
"2879","Captain Phillips",2013,"PG-13",134,93,107.1
"2880","Machete Kills",2013,"R",107,29,7.9
"2881","Enough Said",2013,"PG-13",93,96,17.5
"2882","Walking with the Enemy",2013,"PG-13",124,44,0.4
"2883","Plush",2013,"R",99,29,0.0028
"2884","Escape Plan",2013,"R",115,49,25.1
"2885","The Fifth Estate",2013,"R",128,37,3.3
"2886","Blackfish",2013,"PG-13",83,98,2.1
"2887","Carrie",2013,"R",100,48,35.3
"2888","As I Lay Dying",2013,"R",110,41,0.015
"2889","Muscle Shoals",2013,"PG",111,96,0.7
"2890","Jackass Presents: Bad Grandpa",2013,"R",92,60,102
"2891","One Chance",2013,"PG-13",103,63,0.0897
"2892","We Are What We Are",2013,"R",105,85,0.0766
"2893","The Counselor",2013,"R",117,34,17
"2894","Innocence",2013,"PG-13",96,13,0.3
"2895","Missionary",2013,"R",90,40,0.0021
"2896","Blood Ties",2013,"R",127,54,0.0412
"2897","A Perfect Man",2013,"R",95,20,0.000388
"2898","Big Sur",2013,"R",81,45,0.0359
"2899","Free Birds",2013,"PG",91,18,55.7
"2900","Last Vegas",2013,"PG-13",105,46,63.9
"2901","Cutie and the Boxer",2013,"R",82,96,0.2
"2902","Thor: The Dark World",2013,"PG-13",112,65,206.4
"2903","The Armstrong Lie",2013,"R",124,84,0.4
"2904","The Best Man Holiday",2013,"R",123,68,70.5
"2905","The Christmas Candle",2013,"PG",100,18,2.2
"2906","Kids for Cash",2013,"PG-13",102,91,0.0366
"2907","No God, No Master",2013,"PG-13",94,69,0.0068
"2908","Pawn Shop Chronicles",2013,"R",112,13,0.0049
"2909","Delivery Man",2013,"PG-13",105,39,30.7
"2910","Dallas Buyers Club",2013,"R",117,93,27.3
"2911","The Hunger Games: Catching Fire",2013,"PG-13",146,89,424.6
"2912","Frozen",2013,"PG",102,89,400.7
"2913","The Book Thief",2013,"PG-13",131,46,21.5
"2914","Oldboy",2013,"R",104,41,2.2
"2915","Black Nativity",2013,"PG",93,48,7
"2916","Homefront",2013,"R",100,42,20.1
"2917","Concussion",2013,"R",96,74,0.0384
"2918","Out of the Furnace",2013,"R",116,53,11.3
"2919","I'm in Love with a Church Girl",2013,"PG",118,6,2.4
"2920","Afternoon Delight",2013,"R",98,67,0.2
"2921","The Hobbit: The Desolation of Smaug",2013,"PG-13",161,74,258.4
"2922","Tyler Perry's A Madea Christmas",2013,"PG-13",100,18,52.5
"2923","Anchorman 2: The Legend Continues",2013,"R",119,75,127.3
"2924","Saving Mr. Banks",2013,"PG-13",125,80,83.3
"2925","American Hustle",2013,"R",138,93,150.1
"2926","Walking with Dinosaurs 3D",2013,"PG",87,24,3.5
"2927","The Secret Life of Walter Mitty",2013,"PG",114,50,58.2
"2928","47 Ronin",2013,"PG-13",118,15,38.3
"2929","The Wolf of Wall Street",2013,"R",180,77,116.9
"2930","Cold Comes the Night",2013,"R",90,44,0.0116
"2931","Her",2013,"R",126,94,25.6
"2932","Lone Survivor",2013,"R",121,75,125.1
"2933","After Tiller",2013,"PG-13",85,94,0.0663
"2934","August: Osage County",2013,"R",121,64,37.7
"2935","Inside Llewyn Davis",2013,"R",104,94,13.2
"2936","The Unknown Known",2013,"PG-13",103,83,0.1
"2937","Raze",2013,"R",92,45,0.0035
"2938","I Spit on Your Grave 2",2013,"R",106,0,0.000441
"2939","Nebraska",2013,"R",115,91,17.6
"2940","Labor Day",2013,"PG-13",111,34,13.4
"2941","At Middleton",2013,"R",99,58,0.0529
"2942","The Pretty One",2013,"R",90,47,0.0112
"2943","Adult World",2013,"R",97,56,0.0167
"2944","Hell Baby",2013,"R",98,32,0.005
"2945","Touchy Feely",2013,"R",89,36,0.036
"2946","Twenty Feet from Stardom",2013,"PG-13",91,99,4.9
"2947","Under the Skin",2013,"R",108,85,2.6
"2948","Narco Cultura",2013,"R",103,86,0.1
"2949","Bad Words",2013,"R",89,65,7.8
"2950","The Retrieval",2013,"R",92,92,0.0503
"2951","In Secret",2013,"R",107,41,0.4
"2952","Fading Gigolo",2013,"R",90,54,3.8
"2953","Joe",2013,"R",117,86,0.4
"2954","Oculus",2013,"R",104,73,27.7
"2955","Make Your Move",2013,"PG-13",110,43,0.1
"2956","Locke",2013,"R",85,91,1.4
"2957","Night Moves",2013,"R",112,85,0.3
"2958","Filth",2013,"R",97,62,0.0343
"2959","Savannah",2013,"PG-13",101,8,0.0367
"2960","The Sacrament",2013,"R",99,62,0.009
"2961","Decoding Annie Parker",2013,"R",91,58,0.0398
"2962","Legends of Oz: Dorothy's Return",2013,"PG",88,16,8.5
"2963","Palo Alto",2013,"R",100,73,0.8
"2964","Chinese Puzzle",2013,"R",117,75,0.3
"2965","Words and Pictures",2013,"PG-13",111,42,2.2
"2966","The Immigrant",2013,"R",120,88,2
"2967","Supermensch: The Legend of Shep Gordon",2013,"R",85,77,0.2
"2968","Hateship Loveship",2013,"R",104,50,0.0506
"2969","Jodorowsky's Dune",2013,"PG-13",88,98,0.6
"2970","The Art of the Steal",2013,"R",90,44,0.0614
"2971","Snowpiercer",2013,"R",126,95,4.6
"2972","InAPPropriate Comedy",2013,"R",83,0,0.2
"2973","Jake Squared",2013,"R",100,14,0.0017
"2974","Knights of Badassdom",2013,"R",86,58,0.0868
"2975","The Zero Theorem",2013,"R",107,52,0.3
"2976","Child of God",2013,"R",104,38,0.0379
"2977","Life of Crime",2013,"R",98,64,0.3
"2978","Girl Rising",2013,"PG-13",101,89,0.8
"2979","Repentance",2013,"R",90,0,1.2
"2980","The Disappearance of Eleanor Rigby: Him",2013,"R",89,63,0.6
"2981","Jimi: All Is by My Side",2013,"R",118,66,0.3
"2982","Gimme Shelter",2013,"PG-13",101,22,1.4
"2983","Third Person",2013,"R",137,23,1
"2984","The Last of Robin Hood",2013,"R",94,29,0.3
"2985","Afflicted",2013,"R",85,79,0.1
"2986","Inequality for All",2013,"PG",89,90,1.2
"2987","Paranormal Activity: The Marked Ones",2014,"R",84,37,32.4
"2988","3 Nights in the Desert",2014,"R",90,40,0.0013
"2989","The Legend of Hercules",2014,"PG-13",99,3,18.8
"2990","Jack Ryan: Shadow Recruit",2014,"PG-13",105,56,50.5
"2991","Devil's Due",2014,"R",89,18,15.8
"2992","Ride Along",2014,"PG-13",99,18,134.1
"2993","The Nut Job",2014,"PG",85,10,64.2
"2994","Fed Up",2014,"PG",92,81,1.5
"2995","Land Ho!",2014,"R",95,80,0.7
"2996","That Awkward Moment",2014,"R",94,23,26
"2997","The Lego Movie",2014,"PG",100,96,257.8
"2998","Vampire Academy",2014,"PG-13",104,9,7.8
"2999","The Monuments Men",2014,"PG-13",118,31,78
"3000","RoboCop",2014,"PG-13",117,49,58.6
"3001","Winter's Tale",2014,"PG-13",118,13,12.6
"3002","Endless Love",2014,"PG-13",104,15,23.4
"3003","About Last Night",2014,"R",100,68,48.6
"3004","3 Days to Kill",2014,"PG-13",117,28,30.7
"3005","Pompeii",2014,"PG-13",105,28,23.2
"3006","Non-Stop",2014,"PG-13",106,60,91.7
"3007","Son of God",2014,"PG-13",138,21,59.7
"3008","Mr. Peabody & Sherman",2014,"PG",92,79,111.5
"3009","300: Rise of an Empire",2014,"R",102,42,106.6
"3010","The Great Invisible",2014,"PG-13",92,90,0.01
"3011","Take Me to the River",2014,"PG",95,70,0.0686
"3012","Veronica Mars",2014,"PG-13",107,78,3.3
"3013","Need for Speed",2014,"PG-13",132,22,43.6
"3014","The Single Moms Club",2014,"PG-13",111,16,16
"3015","The Bag Man",2014,"R",108,10,0.0488
"3016","Divergent",2014,"PG-13",139,40,150.8
"3017","50 to 1",2014,"PG-13",110,17,1.1
"3018","Muppets Most Wanted",2014,"PG",107,78,51.2
"3019","God's Not Dead",2014,"PG",113,16,60.8
"3020","Noah",2014,"PG-13",138,77,101.2
"3021","Sabotage",2014,"R",109,19,10.5
"3022","Cesar Chavez",2014,"PG-13",102,41,5.6
"3023","Captain America: The Winter Soldier",2014,"PG-13",136,89,259.7
"3024","13 Sins",2014,"R",93,62,0.0091
"3025","Draft Day",2014,"R",110,61,28.8
"3026","Rio 2",2014,"G",101,48,131.5
"3027","The Raid 2",2014,"R",150,79,2.6
"3028","Jinn",2014,"PG-13",97,10,0.1
"3029","Heaven Is for Real",2014,"PG",99,46,91.4
"3030","A Haunted House 2",2014,"R",86,8,17.3
"3031","Transcendence",2014,"PG-13",119,19,23
"3032","Bears",2014,"G",78,89,17.8
"3033","Ballet 422",2014,"PG",75,86,0.3
"3034","Glen Campbell: I'll Be Me",2014,"PG",116,100,0.4
"3035","Two-Bit Waltz",2014,"R",81,0,0.0021
"3036","The Quiet Ones",2014,"PG-13",98,36,8.5
"3037","The Other Woman",2014,"PG-13",109,23,83.9
"3038","The M Word",2014,"R",117,38,0.1
"3039","Walk of Shame",2014,"R",95,12,0.0398
"3040","The Amazing Spider-Man 2",2014,"PG-13",142,53,202.9
"3041","Moms' Night Out",2014,"PG",98,18,10.4
"3042","The Hornet's Nest",2014,"R",93,76,0.3
"3043","Neighbors",2014,"R",97,73,150.1
"3044","Million Dollar Arm",2014,"PG",124,62,36.4
"3045","Godzilla",2014,"PG-13",123,74,200.7
"3046","Blended",2014,"PG-13",117,14,46.3
"3047","X-Men: Days of Future Past",2014,"PG-13",132,91,233.9
"3048","A Million Ways to Die in the West",2014,"R",116,33,42.6
"3049","Maleficent",2014,"PG",97,49,241.4
"3050","Edge of Tomorrow",2014,"PG-13",113,90,100.1
"3051","The Fault in Our Stars",2014,"PG-13",126,81,124.9
"3052","22 Jump Street",2014,"R",112,85,191.7
"3053","Hellion",2014,"R",99,60,0.0461
"3054","How to Train Your Dragon 2",2014,"PG",102,92,177
